a,b,c,d
0.24964437750025725,4,LQZP5paA,true
0.7613980380704723,1,a5EXqOTK,false
0.9419482971631197,4,sZeTCiiR,false
0.15067106680709252,3,sCWngznj,false
0.9432456024281861,1,vFr00pWT,false
0.4403500189156506,7,YRStKTNq,false
0.942528360831673,4,yASaHxlY,true
0.46139466591411726,4,IbrqSovC,true
0.02074863052345899,2,mO5ZzKgL,true
0.8035299247403653,2,hhY9Xcfn,true
0.5160143717758352,8,bFpaWvpi,true
0.5081172682834989,7,B7vNIRYr,false
0.3676883766840833,4,vpIJYAvG,true
0.5953162780564711,1,YH8WUWRG,true
0.3115218942524576,8,QaBHwpIi,true
0.8274448186452967,1,rHuUiCDu,false
0.798395068293493,3,YIosXSeS,true
0.5236789507515036,9,3naUAzL6,true
0.4460956215443621,2,rua98Yxb,true
0.37782249476858265,9,QLKA2cLM,true
0.2722594553637119,10,1jvJytLS,false
0.6727140566978353,9,PZ5awzWu,false
0.38453125338106275,8,s6lQMVQP,true
0.9603226499363691,8,tqWL2KCT,true
0.6835797273790536,5,ltbVC7Nz,false
0.5956076590263959,4,r5aW5ogc,false
0.36956978700138055,1,3BVzpTu4,false
0.7118864960100506,2,BNpiQUnH,true
0.19292115582496994,9,VCKDaY7D,true
0.49182400213578403,2,cQORduWb,true
0.8778431297469651,8,hXzjZoKH,true
0.3859842725437157,8,VcUUiQdy,false
0.5531918865722756,7,9XfQDWW7,false
0.18686281044541642,2,ecm1255q,true
0.08339452488145893,3,txViK1Af,true
0.9680992207621821,5,HZRfQMGh,true
0.48570172827371993,5,87tW5Kua,true
0.5954028681746044,4,fXXxve1m,true
0.9420299553405496,1,KiXFodus,false
0.21602287601802095,8,tjc8DZWs,false
0.837475233576721,3,q4BclBkG,false
0.35405362973447563,6,ubfAsghl,true
0.29540378501014275,3,SzwjkQYt,true
0.5449241924217127,6,ZepDi0KP,false
0.6013221637635144,6,1s3Q8Yu4,false
0.7027029396230837,9,t3FladYh,false
0.20893338262163552,8,OUyjRSrl,false
0.2214780902077016,5,DfFnkTs9,false
0.8422790495983907,3,C860zHtE,false
0.33033004508109665,1,WrH98qs3,false
0.8290647977703582,4,kCU1nVpw,false
0.7040744721109249,2,xD88ZPb2,false
0.01671491948050452,7,ksqqUypU,true
0.6662667683044947,6,NGfUjI9W,false
0.47622468478059665,10,BSslbOFV,false
0.83959974247709,7,udZHY9as,true
0.654874883017744,4,UWL6tRmz,true
0.39177249869277286,10,OsuA3mnz,false
0.4289917471447737,2,NftJSZCG,true
0.6768930820464889,6,3d4QW96U,false
0.6072931261818695,9,hmpBFR5x,true
0.978730899393575,7,Qx7oMBtv,false
0.7540811829770107,1,l1qcZrEx,false
0.07577656225846252,8,cfl0tN7U,false
0.9952956186157949,4,W3gj24zo,false
0.7159272530662077,3,dQznv0J9,false
0.0011237742611429624,5,Rw0gC6dU,true
0.018925735315519443,9,XxXGFWe0,true
0.0902927412795893,2,EFKLgg6w,true
0.822912316237566,7,Te18EB7K,false
0.7895970333817166,5,aWgo8lsL,false
0.8453140303788014,7,ZzAtWBTT,false
0.056490188914897654,5,7xnyLcxt,false
0.1878278734516461,7,cmIYYL3L,false
0.7355799286080664,9,RWLXEFKg,true
0.12871051096393238,7,vO3lh7Vz,true
0.36409836276260354,6,XDzllgHd,true
0.9115019531897002,7,dLMGEvtJ,true
0.1214096790746646,4,vuC4RUCw,false
0.11522752458965613,4,YC6qKqwb,true
0.22734621645689046,2,HKC6VxfU,false
0.46077336646825007,4,ED5WBz7n,true
0.7216781311264504,6,MIiabbzM,false
0.4887146983510109,5,gotXB7Ze,true
0.5114873514992122,7,zFqCcv1u,false
0.8704577873384598,10,xA37ySDK,false
0.5035225385047479,9,XQEfsIoM,false
0.2767167690224086,7,SBdrsLZi,false
0.27715790616516833,8,cCNFMGfx,true
0.27704979286536546,9,zwMSMoqF,false
0.18842920966915377,9,yilvCkKc,false
0.5183366581748581,7,qiK4xll2,false
0.8577367570553833,5,zyskomze,false
0.17965593351590825,10,CTv8gKms,true
0.464432500004071,10,rqFEZlOz,false
0.10273522083039377,4,8iVwUvoP,false
0.003600811180096919,2,IGWUvDW8,false
0.13797973710377343,6,KrJUrVDg,true
0.6395548427016553,7,6VM3yXlG,false
0.053501249075374346,2,jTTeEeTR,true
0.900895460249044,3,hrbCfBK3,true
0.23187047136127248,10,epTUlmEG,false
0.07508493641274216,2,joTr4yjQ,true
0.8030470356613275,4,LBtQBZS6,true
0.7006323616744838,2,S2w1J4zk,false
0.5858718414295472,6,djdwDBLn,true
0.7433898249341822,10,9HLoc1D0,false
0.2110121076781193,5,SriwAnYk,false
0.49844088608527626,3,xGayzrpM,false
0.057001229996503255,1,RMhPHa1z,true
0.5829451044174654,9,JKr0QrPV,true
0.3152838303465677,5,wI0X0c1Y,true
0.40352162213319875,5,N2iZV9bS,false
0.21326609251425088,2,ROFY5mY6,true
0.02847114002471507,5,Iav3nDlw,false
0.0037646929406680574,9,0lkJH6ke,true
0.2009584405543614,9,NLIKVHUd,false
0.5873850198050818,3,EJXx1npa,true
0.9299283564760477,7,zfJ5P5Dm,true
0.3139310570652909,8,WDp6Ojvh,true
0.2514617346094563,2,qIHQrjzT,false
0.14320522203384867,1,lEWA4VpU,false
0.05239631335943762,4,2rORgVC3,true
0.7216457791184516,10,WvKX3vBU,false
0.5209094661821496,8,gVgwdcfs,false
0.16279816027144678,8,DOhq2ssE,true
0.3461603726384854,5,aaiXobJb,true
0.39410085287707375,3,GlSZsyZX,false
0.8967387473923774,4,WLlKSvCl,true
0.4644162892389798,4,9E2CObw4,false
0.6239152473503637,2,zWSBQ5lh,false
0.3462119250883873,9,aiA4RVee,false
0.2785560001444696,9,jd1CD4IF,false
0.44674775338452744,3,gSq5ajwG,false
0.058324251974769536,4,CR4qRhul,false
0.05435631755783166,2,6HsHKFAD,true
0.13430480387860322,7,Q8lZVOin,false
0.21027726653302836,6,9pJb2YNB,true
0.14505306786634775,2,vn4DDk3H,false
0.8812803543319865,3,qEo0LqSs,false
0.43146291080297106,7,ZzbVw6nc,false
0.12783849997615104,8,kHhUbS2s,false
0.6604852894605902,2,5Ohj3aBb,true
0.9836619376223286,1,zQBn14pV,false
0.5103251879601713,1,sNU6C3p1,false
0.3381226182864665,1,0x0ukooZ,true
0.7213758362176392,8,d37K21Qd,false
0.9303896608370767,6,wb7BwyfN,true
0.18331550103224847,4,RrCQPW6G,true
0.8097799540901793,2,kfVnf5uW,true
0.6130144237118889,9,LS2jxevJ,true
0.27863834587341874,10,sAykYArO,true
0.3597295895686976,8,bWLX4LLo,false
0.3784513486765295,2,ZMk27Le9,true
0.7258957825897934,8,wNnVSgdM,false
0.3505777372002985,3,Ift3H7ZL,false
0.8442027699963395,2,2foQruyq,true
0.364945054584918,3,R8GZgwBs,false
0.9963872536274372,8,NcxJNcER,false
0.6870452948956762,2,pNquBdtv,false
0.8019770176570915,3,4TutZO4J,true
0.6158803456213577,3,PhFYjYaF,false
0.35743207360422713,6,hi3iKtbG,false
0.6252942333100704,9,8gsLSURH,true
0.5283365983113859,9,B9sPDI2x,false
0.1731397947039366,5,kwiRCP6S,false
0.9294361777002793,4,OyImahVY,true
0.2441166250039044,4,p1B2xlCG,false
0.7906907660789224,10,WrckpBn7,false
0.2039460902875967,5,BKvUTBUH,false
0.6902885233560252,10,p35SiGzc,false
0.597862443474346,4,IKhdXdY3,false
0.09776554922324165,3,LkUoKOcz,true
0.19101217796014858,3,ER42BWoL,false
0.09089573813300689,7,kV1aXMa9,true
0.6871044088922542,2,3GV72SKM,true
0.4882656220645871,2,SXPKqR3W,false
0.5093618692390836,5,FrWeZjc1,true
0.5190086870929,2,jK5Q2ZON,true
0.877791517572589,4,jClhBbCo,false
0.38916227287621097,7,PlE2DlE0,false
0.03479638903662097,5,9cdcubx1,true
